Abstract_tokens,DocTitle_tokens,phase,Publication Year,extended
"['battery', 'energy', 'storage', 'power', 'role', 'power', 'battery', 'performance', 'estimation', 'task', 'term', 'battery', 'voltage', 'battery', 'health', 'acquisition', 'order', 'acquisition', 'battery', 'voltage', 'temperature', 'power', 'collection', 'internet', 'platform', 'node', 'controller', 'unit', 'controller', 'board', 'sensor', 'basis', 'battery', 'voltage', 'measurement', 'converter', 'sensor', 'temperature', 'measurement', 'access', 'process', 'visualization', 'message', 'transport', 'protocol', 'visualization', 'interface', 'series', 'database', 'element', 'platform', 'unit', 'battery', 'voltage', 'temperature', 'acquisition', 'curve', 'representation', 'curve']","['acquisition', 'visualization', 'power', 'battery', 'opensource', 'stack']",phase5,2020,"['battery', 'energy', 'storage', 'power', 'role', 'power', 'battery', 'performance', 'estimation', 'task', 'term', 'battery', 'voltage', 'battery', 'health', 'acquisition', 'order', 'acquisition', 'battery', 'voltage', 'temperature', 'power', 'collection', 'internet', 'platform', 'node', 'controller', 'unit', 'controller', 'board', 'sensor', 'basis', 'battery', 'voltage', 'measurement', 'converter', 'sensor', 'temperature', 'measurement', 'access', 'process', 'visualization', 'message', 'transport', 'protocol', 'visualization', 'interface', 'series', 'database', 'element', 'platform', 'unit', 'battery', 'voltage', 'temperature', 'acquisition', 'curve', 'representation', 'curve', 'acquisition', 'visualization', 'power', 'battery', 'opensource', 'stack']"
"['game', 'content', 'content', 'map', 'opendata', 'content', 'player', 'position', 'order', 'map', 'accuracy', 'loss', 'addition', 'user', 'process', 'map']","['map', 'generation', 'opendata']",phase3,2015,"['game', 'content', 'content', 'map', 'opendata', 'content', 'player', 'position', 'order', 'map', 'accuracy', 'loss', 'addition', 'user', 'process', 'map', 'map', 'generation', 'opendata']"
"['evolution', 'generation', 'opportunity', 'quality', 'experience', 'user', 'today', 'insight', 'bigdata', 'demand', 'analytic', 'user', 'customer', 'care', 'ad', 'emergency', 'aid', 'fact', 'framework', 'analytic', 'bigdata', 'analytic', 'framework', 'feature', 'computation', 'overview', 'framework', 'apache', 'apache', 'apache', 'apache']","['initiative', 'framework', 'analytic']",phase3,2016,"['evolution', 'generation', 'opportunity', 'quality', 'experience', 'user', 'today', 'insight', 'bigdata', 'demand', 'analytic', 'user', 'customer', 'care', 'ad', 'emergency', 'aid', 'fact', 'framework', 'analytic', 'bigdata', 'analytic', 'framework', 'feature', 'computation', 'overview', 'framework', 'apache', 'apache', 'apache', 'apache', 'initiative', 'framework', 'analytic']"
"['evolution', 'bigdata', 'complexity', 'bigdata', 'infrastructure', 'effort', 'expert', 'user', 'option', 'bigdata', 'infrastructure', 'option', 'user', 'vendor', 'vendor', 'opensource', 'modelling', 'user', 'infrastructure', 'variety', 'target', 'environment', 'cloud', 'machine', 'machine', 'user', 'access', 'bigdata', 'community', 'bigdata', 'infrastructure', 'hadoop', 'interface', 'infrastructure', 'integration', 'knowledge', 'apache']","['bigdata', 'infrastructure']",phase3,2016,"['evolution', 'bigdata', 'complexity', 'bigdata', 'infrastructure', 'effort', 'expert', 'user', 'option', 'bigdata', 'infrastructure', 'option', 'user', 'vendor', 'vendor', 'opensource', 'modelling', 'user', 'infrastructure', 'variety', 'target', 'environment', 'cloud', 'machine', 'machine', 'user', 'access', 'bigdata', 'community', 'bigdata', 'infrastructure', 'hadoop', 'interface', 'infrastructure', 'integration', 'knowledge', 'apache', 'bigdata', 'infrastructure']"
"['image', 'map', 'procedure', 'eo', 'aspect', 'object', 'event', 'prototype', 'process', 'authority', 'map', 'output', 'reconstruction', 'interpretation', 'engine', 'satellite', 'image']","['opendata', 'vector', 'processing']",phase3,2015,"['image', 'map', 'procedure', 'eo', 'aspect', 'object', 'event', 'prototype', 'process', 'authority', 'map', 'output', 'reconstruction', 'interpretation', 'engine', 'satellite', 'image', 'opendata', 'vector', 'processing']"
"['community', 'availability', 'opendata', 'program', 'aim', 'support', 'detection', 'ecosystem', 'monitoring', 'goal', 'european', 'diversity', 'goal', 'ecosystem', 'test', 'site', 'request', 'image', 'land', 'cover', 'map', 'correlation', 'algorithm', 'detection', 'land', 'cover', 'image', 'layer', 'accuracy', 'assessment', 'change', 'map', 'sampling', 'accuracy', 'map', 'class', 'finding', 'support', 'policy', 'maker']","['detection', 'ecosystem', 'monitoring', 'opendata']",phase4,2018,"['community', 'availability', 'opendata', 'program', 'aim', 'support', 'detection', 'ecosystem', 'monitoring', 'goal', 'european', 'diversity', 'goal', 'ecosystem', 'test', 'site', 'request', 'image', 'land', 'cover', 'map', 'correlation', 'algorithm', 'detection', 'land', 'cover', 'image', 'layer', 'accuracy', 'assessment', 'change', 'map', 'sampling', 'accuracy', 'map', 'class', 'finding', 'support', 'policy', 'maker', 'detection', 'ecosystem', 'monitoring', 'opendata']"
"['acquisition', 'laboratory', 'test', 'production', 'acquisition', 'device', 'environment', 'learning', 'cost', 'device', 'hardware', 'restriction', 'teaching', 'material']","['cost', 'acquisition']",phase2,2014,"['acquisition', 'laboratory', 'test', 'production', 'acquisition', 'device', 'environment', 'learning', 'cost', 'device', 'hardware', 'restriction', 'teaching', 'material', 'cost', 'acquisition']"
"['detection', 'activity', 'type', 'brain', 'function', 'toolbox', 'matlab', 'function', 'requirement', 'detection', 'feature', 'extraction', 'procedure', 'toolbox', 'processing', 'mode', 'function', 'matlab', 'toolbox', 'base', 'program', 'developer']","['opensource', 'toolbox', 'processing']",phase1,2011,"['detection', 'activity', 'type', 'brain', 'function', 'toolbox', 'matlab', 'function', 'requirement', 'detection', 'feature', 'extraction', 'procedure', 'toolbox', 'processing', 'mode', 'function', 'matlab', 'toolbox', 'base', 'program', 'developer', 'opensource', 'toolbox', 'processing']"
"['company', 'entity', 'communication', 'access', 'user', 'radio', 'infrastructure', 'entity', 'space', 'opportunity', 'variety', 'phenomenon', 'basis', 'traffic', 'mobility', 'pattern', 'user', 'experience', 'ability', 'analytic', 'bigdata', 'city', 'municipality', 'authority', 'company', 'role', 'city', 'network', 'access', 'provider', 'provider', 'art', 'bigdata', 'analytic', 'principle', 'analytic', 'detection', 'ii', 'experience', 'behavior', 'analytic', 'iii', 'privacy', 'storage', 'experience', 'architecture', 'direction']",['bigdata'],phase4,2019,"['company', 'entity', 'communication', 'access', 'user', 'radio', 'infrastructure', 'entity', 'space', 'opportunity', 'variety', 'phenomenon', 'basis', 'traffic', 'mobility', 'pattern', 'user', 'experience', 'ability', 'analytic', 'bigdata', 'city', 'municipality', 'authority', 'company', 'role', 'city', 'network', 'access', 'provider', 'provider', 'art', 'bigdata', 'analytic', 'principle', 'analytic', 'detection', 'ii', 'experience', 'behavior', 'analytic', 'iii', 'privacy', 'storage', 'experience', 'architecture', 'direction', 'bigdata']"
"['climate', 'change', 'correlation', 'climate', 'consumption', 'energy', 'concern', 'possibility', 'weather', 'influence', 'electricity', 'consumption', 'forecast', 'prediction', 'electricity', 'consumption', 'weather', 'reason', 'country', 'applicability', 'weather', 'variable', 'wind', 'speed', 'temperature', 'air', 'pressure', 'location', 'architecture', 'influence', 'weather', 'variable', 'electricity', 'consumption', 'accuracy', 'electricity', 'consumption']","['relationship', 'electricity', 'consumption', 'weather', 'variable', 'opendata']",phase4,2018,"['climate', 'change', 'correlation', 'climate', 'consumption', 'energy', 'concern', 'possibility', 'weather', 'influence', 'electricity', 'consumption', 'forecast', 'prediction', 'electricity', 'consumption', 'weather', 'reason', 'country', 'applicability', 'weather', 'variable', 'wind', 'speed', 'temperature', 'air', 'pressure', 'location', 'architecture', 'influence', 'weather', 'variable', 'electricity', 'consumption', 'accuracy', 'electricity', 'consumption', 'relationship', 'electricity', 'consumption', 'weather', 'variable', 'opendata']"
"['feasibility', 'communication', 'reality', 'market', 'security', 'point', 'consideration', 'scenario', 'experiment', 'laboratory', 'condition', 'security', 'element', 'attack', 'type', 'attack', 'attack']",['channel'],phase3,2016,"['feasibility', 'communication', 'reality', 'market', 'security', 'point', 'consideration', 'scenario', 'experiment', 'laboratory', 'condition', 'security', 'element', 'attack', 'type', 'attack', 'attack', 'channel']"
"['environment', 'programming', 'student', 'web', 'environment', 'innovation', 'today', 'module', 'skill', 'opendata', 'government', 'attribute', 'site', 'city', 'student', 'student', 'group', 'student', 'control', 'group', 'ii', 'difference', 'flexibility', 'flexibility', 'iii', 'phase', 'student', 'idea', 'idea', 'ability', 'feasibility', 'idea']","['impact', 'skill', 'opendata', 'programming', 'learning', 'environment']",phase3,2016,"['environment', 'programming', 'student', 'web', 'environment', 'innovation', 'today', 'module', 'skill', 'opendata', 'government', 'attribute', 'site', 'city', 'student', 'student', 'group', 'student', 'control', 'group', 'ii', 'difference', 'flexibility', 'flexibility', 'iii', 'phase', 'student', 'idea', 'idea', 'ability', 'feasibility', 'idea', 'impact', 'skill', 'opendata', 'programming', 'learning', 'environment']"
"['processing', 'output', 'user', 'community', 'science', 'community', 'insight', 'potential', 'applicability', 'domain']","['status', 'characteristic', 'science']",phase2,2012,"['processing', 'output', 'user', 'community', 'science', 'community', 'insight', 'potential', 'applicability', 'domain', 'status', 'characteristic', 'science']"
"['advance', 'dataanalysis', 'aim', 'network', 'brain', 'eo', 'task', 'region', 'brain', 'network', 'frequency', 'band', 'segment', 'recording', 'segmentation', 'evolution', 'network', 'frequency', 'band', 'power', 'comparison', 'frequency', 'band', 'comparison', 'region', 'brain', 'signal', 'feedback', 'signal', 'region', 'rest', 'brain', 'region', 'communication']",[],phase2,2014,"['advance', 'dataanalysis', 'aim', 'network', 'brain', 'eo', 'task', 'region', 'brain', 'network', 'frequency', 'band', 'segment', 'recording', 'segmentation', 'evolution', 'network', 'frequency', 'band', 'power', 'comparison', 'frequency', 'band', 'comparison', 'region', 'brain', 'signal', 'feedback', 'signal', 'region', 'rest', 'brain', 'region', 'communication']"
"['motivation', 'repository', 'motion', 'repository', 'action', 'evaluation', 'recognition', 'repository', 'recording', 'practitioner', 'website', 'interface', 'motion', '3d', 'web', 'browser', 'code', 'signal', 'processing', 'classification', 'website']","['repository', 'motion', 'scientist']",phase4,2017,"['motivation', 'repository', 'motion', 'repository', 'action', 'evaluation', 'recognition', 'repository', 'recording', 'practitioner', 'website', 'interface', 'motion', '3d', 'web', 'browser', 'code', 'signal', 'processing', 'classification', 'website', 'repository', 'motion', 'scientist']"
"['recovery', 'process', 'investigation', 'team', 'storage', 'popularity', 'user', 'implementation', 'background', 'collection', 'recovery', 'test', 'environment', 'sample', 'file', 'format', 'recovery', 'image', 'recovery', 'image']","['recovery', 'opensource', 'environment']",phase4,2017,"['recovery', 'process', 'investigation', 'team', 'storage', 'popularity', 'user', 'implementation', 'background', 'collection', 'recovery', 'test', 'environment', 'sample', 'file', 'format', 'recovery', 'image', 'recovery', 'image', 'recovery', 'opensource', 'environment']"
"['disease', 'covid-19', 'possibility', 'future', 'covid-19', 'account', 'life', 'business', 'covid-19', 'life', 'measure', 'response', 'measure', 'covid-19', 'goal', 'lod', 'covid-19']","['collection', 'construction', 'opendata', 'covid-19']",phase5,2020,"['disease', 'covid-19', 'possibility', 'future', 'covid-19', 'account', 'life', 'business', 'covid-19', 'life', 'measure', 'response', 'measure', 'covid-19', 'goal', 'lod', 'covid-19', 'collection', 'construction', 'opendata', 'covid-19']"
"['association', 'age', 'performance', 'education', 'institution', 'correlation', 'parameter', 'student', 'attribute', 'influence', 'student', 'attribute', 'impact', 'student', 'performance', 'module', 'factor', 'outcome', 'correlation', 'age', 'performance', 'correlation', 'module', 'direction']","['student', 'education', 'institution', 'opensource', 'modeling']",phase3,2016,"['association', 'age', 'performance', 'education', 'institution', 'correlation', 'parameter', 'student', 'attribute', 'influence', 'student', 'attribute', 'impact', 'student', 'performance', 'module', 'factor', 'outcome', 'correlation', 'age', 'performance', 'correlation', 'module', 'direction', 'student', 'education', 'institution', 'opensource', 'modeling']"
"['platform', 'place', 'market', 'platform', 'device', 'phone', 'player', 'video', 'gps', 'usage', 'device', 'processing', 'operating', 'distribution', 'linux', 'operating', 'platform', 'measurement', 'sensor', 'network', 'device', 'interface', 'database', 'memory', 'device', 'comparison', 'database', 'connectivity', 'device', 'connection', 'network', 'logic', 'board', 'user', 'web', 'browser', 'business']","['platform', 'collection', 'processing']",phase1,2011,"['platform', 'place', 'market', 'platform', 'device', 'phone', 'player', 'video', 'gps', 'usage', 'device', 'processing', 'operating', 'distribution', 'linux', 'operating', 'platform', 'measurement', 'sensor', 'network', 'device', 'interface', 'database', 'memory', 'device', 'comparison', 'database', 'connectivity', 'device', 'connection', 'network', 'logic', 'board', 'user', 'web', 'browser', 'business', 'platform', 'collection', 'processing']"
"['diagnosis', 'circuit', 'fault', 'vector', 'control', 'support', 'vector', 'machine', 'svm', 'fault', 'characteristic', 'svm', 'fault', 'mode', 'speed', 'load', 'matlab', 'simulation', 'fault', 'diagnosis', 'circuit', 'fault', 'vector', 'control']","['circuit', 'fault', 'diagnosis', 'vector', 'control']",phase2,2013,"['diagnosis', 'circuit', 'fault', 'vector', 'control', 'support', 'vector', 'machine', 'svm', 'fault', 'characteristic', 'svm', 'fault', 'mode', 'speed', 'load', 'matlab', 'simulation', 'fault', 'diagnosis', 'circuit', 'fault', 'vector', 'control', 'circuit', 'fault', 'diagnosis', 'vector', 'control']"
